Company,link href,Vegan (all on here are vegan ),Features Peta Logo,PETA Business Friends
Ellana Mineral Cosmetics,https://crueltyfree.peta.org/company/ellana-mineral-cosmetics/,,L,
Elle Polish,https://crueltyfree.peta.org/company/elle-polish/,,,
Elli K Park,https://crueltyfree.peta.org/company/elli-k-park/,,L,
Elline Switzerland,https://crueltyfree.peta.org/company/elline-switzerland/,,L,
Ellingwood Soap Company,https://crueltyfree.peta.org/company/ellingwood-soap-company/,,,
Ellovi,https://crueltyfree.peta.org/company/ellovi/,,,
Elme,https://crueltyfree.peta.org/company/elme/,,L,
Eloise Beauty,https://crueltyfree.peta.org/company/eloise-beauty/,,,
Eloken Perfumes,https://crueltyfree.peta.org/company/eloken-perfumes/,,L,
ELÜM SPA,https://crueltyfree.peta.org/company/elum-spa/,,L,
Elwenn Cosmetics,https://crueltyfree.peta.org/company/elwenn-cosmetics/,,L,
Elysium,https://crueltyfree.peta.org/company/elysium/,,L,
Elysius,https://crueltyfree.peta.org/company/elysius/,,L,
EMANI,https://crueltyfree.peta.org/company/emani/,,L,
Embellish Skin Care,https://crueltyfree.peta.org/company/embellish-skin-care/,,L,
EMBLÁ,https://crueltyfree.peta.org/company/embla/,,L,
Emerald Forest (Natural Tropix Corporation),https://crueltyfree.peta.org/company/emerald-forest-natural-tropix-corporation/,,L,
Emerge (Grupo Emerge),https://crueltyfree.peta.org/company/emerge-2/,,L,
Emerita,https://crueltyfree.peta.org/company/emerita/,,,
Emma Beauty,https://crueltyfree.peta.org/company/emma-beauty/,,L,
Emma Jean Cosmetics,https://crueltyfree.peta.org/company/emma-jean-cosmetics/,,L,
Emolyne Cosmetics,https://crueltyfree.peta.org/company/emolyne-cosmetics/,,L,
Emporio Natural,https://crueltyfree.peta.org/company/emporio-natural/,,L,
Empty Ave,https://crueltyfree.peta.org/company/empty-ave/,,L,
Emtage Beauty,https://crueltyfree.peta.org/company/emtage-beauty/,,,
Énamour,https://crueltyfree.peta.org/company/enamour/,,L,
Encore Soaps,https://crueltyfree.peta.org/company/encore-soaps/,,,
Energie Fruit (Beaute Resort),https://crueltyfree.peta.org/company/energie-fruit-beaute-resort/,,L,
Enfusia,https://crueltyfree.peta.org/company/enfusia/,,,
Engelshaut Cosmetics,https://crueltyfree.peta.org/company/engelshaut-cosmetics/,,,
Enphasis,https://crueltyfree.peta.org/company/enphasis/,,L,
Envy Tan,https://crueltyfree.peta.org/company/envy-tan/,,L,
Enzz Cosmetics,https://crueltyfree.peta.org/company/enzz-cosmetics/,,L,
EOLIA COSMETICS,https://crueltyfree.peta.org/company/eolia-cosmetics/,,,
Eora Brasil,https://crueltyfree.peta.org/company/eora-brasil/,,L,
Equator Pure Nature,https://crueltyfree.peta.org/company/equator-pure-nature/,,L,
Eruslu Hygienic Products,https://crueltyfree.peta.org/company/eruslu-hygienic-products/,,L,
Esei,https://crueltyfree.peta.org/company/esei/,,L,
Esensi Botanical Skincare,https://crueltyfree.peta.org/company/esensi-botanical-skincare/,,L,
ESHO Pharma,https://crueltyfree.peta.org/company/esho-pharma/,,L,
Eskapharma Sag. Ur. ve Koz. San. Tic. A.S,https://crueltyfree.peta.org/company/eskapharma-sag-ur-ve-koz-san-tic-a-s/,,,
Espaçolaser,https://crueltyfree.peta.org/company/espacolaser/,,L,
Espinache,https://crueltyfree.peta.org/company/espinache/,,L,
Espíritu del Bosque,https://crueltyfree.peta.org/company/espiritu-del-bosque/,,,
ESQA,https://crueltyfree.peta.org/company/esqa/,,L,
Esse Organic Skincare (The Esse Trust),https://crueltyfree.peta.org/company/esse-organic-skincare-the-esse-trust/,,L,
Essence Nail Studio,https://crueltyfree.peta.org/company/essence-nail-studio/,,L,
Essencial Organics,https://crueltyfree.peta.org/company/essencial-organics/,,,
Essentia Beauty,https://crueltyfree.peta.org/company/essentia-beauty/,,L,
Essential Blommor,https://crueltyfree.peta.org/company/essential-blommor/,,L,
Essentioils,https://crueltyfree.peta.org/company/essentioils/,,L,
Bastille Parfums (ESTER),https://crueltyfree.peta.org/company/ester/,,L,
Estrella Fugaz,https://crueltyfree.peta.org/company/estrella-fugaz/,,,
ESW Beauty,https://crueltyfree.peta.org/company/esw-beauty/,,L,
Ethical House,https://crueltyfree.peta.org/company/ethical-house/,,L,
Ethical Living LTD,https://crueltyfree.peta.org/company/ethical-living-ltd/,,L,
Ethique,https://crueltyfree.peta.org/company/ethique/,,L,
Etico,https://crueltyfree.peta.org/company/etico/,,,
Etude Outdoor,https://crueltyfree.peta.org/company/etude-outdoor/,,L,
Eunoia,https://crueltyfree.peta.org/company/eunoia/,,L,
Eva Jenae Naturals,https://crueltyfree.peta.org/company/eva-jenae-naturals/,,,
EVAANA WELLNESS,https://crueltyfree.peta.org/company/evaana-wellness/,,L,
Evande Facial Care,https://crueltyfree.peta.org/company/evande-facial-care/,,L,
Eve & Rose,https://crueltyfree.peta.org/company/eve-rose/,,L,
Everblue,https://crueltyfree.peta.org/company/everblue/,,L,
"EverBrands, Inc.",https://crueltyfree.peta.org/company/everbrands-inc/,,L,
everdrop,https://crueltyfree.peta.org/company/everdrop/,,L,
Everdry,https://crueltyfree.peta.org/company/everdry/,,L,
Everen,https://crueltyfree.peta.org/company/everen/,,,
EVERYDAZE,https://crueltyfree.peta.org/company/everydaze/,,L,
Evian Facial Spray,https://crueltyfree.peta.org/company/evian-facial-spray/,,,
The Purest Solutions (Evly Pharma Cosmetics),https://crueltyfree.peta.org/company/evly-pharma-cosmetics/,,L,
EVOKE THE ELEMENTS,https://crueltyfree.peta.org/company/evoke-the-elements/,,L,
EVYAP EVCİL,https://crueltyfree.peta.org/company/evyap-evcil/,,L,
EWBO,https://crueltyfree.peta.org/company/ewbo/,,L,
Experimental Perfume Club,https://crueltyfree.peta.org/company/experimental-perfume-club/,,L,
Extraordinários Luxo Natural,https://crueltyfree.peta.org/company/extraordinarios-luxo-natural/,,,
Exuberance International Inc.,https://crueltyfree.peta.org/company/exuberance-international-inc/,,L,
Eye of Love,https://crueltyfree.peta.org/company/eye-of-love/,,L,
Fable & Mane,https://crueltyfree.peta.org/company/fable-mane/,,L,
Fabric,https://crueltyfree.peta.org/company/fabric/,,,
Face Cult,https://crueltyfree.peta.org/company/face-cult/,,L,
FACE IT NATURAL,https://crueltyfree.peta.org/company/face-it-natural/,,L,
Face Natür,https://crueltyfree.peta.org/company/face-natur/,,L,
FaceCase,https://crueltyfree.peta.org/company/facecase/,,L,
Faces Canada,https://crueltyfree.peta.org/company/faces-canada/,,L,
FACES OF FEY,https://crueltyfree.peta.org/company/faces-of-fey/,,L,
Facetheory,https://crueltyfree.peta.org/company/facetheory/,,L,
Facile,https://crueltyfree.peta.org/company/facile/,,L,
FAE Beauty,https://crueltyfree.peta.org/company/fae-beauty/,,L,
Fair Squared,https://crueltyfree.peta.org/company/fair-squared/,,L,
Fairy Girl,https://crueltyfree.peta.org/company/fairy-girl/,,L,
Fallene,https://crueltyfree.peta.org/company/fallene/,,L,
Fancicion,https://crueltyfree.peta.org/company/fancicion/,,L,
"Fanciful Fox, The",https://crueltyfree.peta.org/company/fanciful-fox-the/,,,
Fantastic Hairdresser Products Ltd.,https://crueltyfree.peta.org/company/fantastic-hairdresser-products-ltd/,,L,
FantastiKa,https://crueltyfree.peta.org/company/fantastika/,,L,
Fares Group,https://crueltyfree.peta.org/company/fares-group/,,L,
FARIA NATURALS SAC,https://crueltyfree.peta.org/company/faria-naturals-sac/,,L,
Farm Dog Naturals,https://crueltyfree.peta.org/company/farm-dog-naturals/,,L,
Fashion Cosmeticos,https://crueltyfree.peta.org/company/fashion-cosmeticos/,,L,
Faux Features,https://crueltyfree.peta.org/company/faux-features/,,L,
Feito Brasil Cosmeticos,https://crueltyfree.peta.org/company/feito-brasil-cosmeticos/,,L,
Feminesque,https://crueltyfree.peta.org/company/feminesque/,,,
Feral Cosmetics,https://crueltyfree.peta.org/company/feral-cosmetics/,,L,
FERI Flawless (GWT Corp.),https://crueltyfree.peta.org/company/feri-flawless-gwt-corp/,,L,
Fernanda Petrizi Makeup,https://crueltyfree.peta.org/company/fernanda-petrizi-makeup/,,L,
Fetchgreen (VANSH ENTERPRISES),https://crueltyfree.peta.org/company/fetchgreen-vansh-enterprises/,,,
FEY Cosmetics,https://crueltyfree.peta.org/company/fey-cosmetics/,,L,
FFØR Haircare,https://crueltyfree.peta.org/company/ffor-haircare/,,L,
Fieldtrip,https://crueltyfree.peta.org/company/fieldtrip/,,L,
FiiLiT Parfum du Voyage,https://crueltyfree.peta.org/company/fiilit-parfum-du-voyage/,,L,
Filabé,https://crueltyfree.peta.org/company/filabe/,,,
Filigree Parfums,https://crueltyfree.peta.org/company/filigree-parfums/,,L,
Finchberry Soapery,https://crueltyfree.peta.org/company/finchberry-soapery/,,L,
FINE Deodorant,https://crueltyfree.peta.org/company/fine-deodorant/,,L,
Fine Oils,https://crueltyfree.peta.org/company/fine-oils/,,,
Fineau Basics,https://crueltyfree.peta.org/company/fineau-basics/,,L,
FíOR Mineral Cosmetics,https://crueltyfree.peta.org/company/fior-mineral-cosmetics/,,L,
Fire & Ashes,https://crueltyfree.peta.org/company/fire-ashes/,,L,
Fitogaia,https://crueltyfree.peta.org/company/fitogaia/,,L,
Fittydent,https://crueltyfree.peta.org/company/fittydent/,,L,
Flanerie Skincare,https://crueltyfree.peta.org/company/flanerie-skincare/,,L,
Flawco Australia,https://crueltyfree.peta.org/company/flawco-australia/,,L,
Flawless,https://crueltyfree.peta.org/company/flawless/,,L,
Fleabusters/Rx for Fleas,https://crueltyfree.peta.org/company/fleabusters-rx-for-fleas/,,,
Fleur de Point,https://crueltyfree.peta.org/company/fleur-de-point/,,,
Flickable,https://crueltyfree.peta.org/company/flickable/,,L,
Floke,https://crueltyfree.peta.org/company/floke/,,L,
flor cordillerana,https://crueltyfree.peta.org/company/flor-cordillerana/,,,
Flora Belleza Natural,https://crueltyfree.peta.org/company/flora-belleza-natural/,,L,
FLORA MAIA COSMÉTICOS,https://crueltyfree.peta.org/company/flora-maia-cosmeticos/,,L,
Floral Street,https://crueltyfree.peta.org/company/floral-street/,,L,
florapothecarie,https://crueltyfree.peta.org/company/florapothecarie/,,L,
Floratropia Paris,https://crueltyfree.peta.org/company/floratropia-paris/,,L,
Florence By Mills,https://crueltyfree.peta.org/company/florence-by-mills/,,L,
Floresta,https://crueltyfree.peta.org/company/floresta/,,,
Florida Salt Scrubs,https://crueltyfree.peta.org/company/florida-salt-scrubs/,,L,
Flourish Foods Company,https://crueltyfree.peta.org/company/flourish-foods-company/,,,
Flower Essences of Fox Mountain,https://crueltyfree.peta.org/company/flower-essences-of-fox-mountain/,,,
Flurifresh (Alphamed),https://crueltyfree.peta.org/company/flurifresh-alphamed/,,L,
Flux Botanicals,https://crueltyfree.peta.org/company/flux-botanicals/,,L,
FLUX Undies Ltd,https://crueltyfree.peta.org/company/flux-undies-ltd/,,L,
Flying Baby SDN BHD,https://crueltyfree.peta.org/company/flying-baby-sdn-bhd/,,,
FNBrilliant,https://crueltyfree.peta.org/company/fnbrilliant/,,,
Foamie,https://crueltyfree.peta.org/company/foamie/,,L,
FOLKESSENCE,https://crueltyfree.peta.org/company/folkhomes-global/,,L,
Folly Fire,https://crueltyfree.peta.org/company/folly-fire/,,L,
For-me,https://crueltyfree.peta.org/company/for-me/,,L,
For My Kids,https://crueltyfree.peta.org/company/for-my-kids/,,,
For Your Nails Only,https://crueltyfree.peta.org/company/for-your-nails-only/,,L,
Fora Limited,https://crueltyfree.peta.org/company/fora-limited/,,L,
Forage Candle,https://crueltyfree.peta.org/company/forage-candle/,,L,
Forage Soaps,https://crueltyfree.peta.org/company/forage-soaps/,,,
Forest Heal INC.,https://crueltyfree.peta.org/company/forest-heal-inc/,,L,
Forest Nymphs,https://crueltyfree.peta.org/company/forest-nymphs/,,L,
Forever Botanical Limited,https://crueltyfree.peta.org/company/forever-botanical-limited/,,L,
Formation Skincare (The Beauty Collective),https://crueltyfree.peta.org/company/formation-skincare-the-beauty-collective/,,L,
ForPro Professional Collection (TNG Worldwide),https://crueltyfree.peta.org/company/forpro-professional-collection-tng-worldwide/,,L,
Foster Naturals,https://crueltyfree.peta.org/company/foster-naturals/,,L,
Founders Beauty,https://crueltyfree.peta.org/company/founders-beauty/,,L,F
Fourth Ray,https://crueltyfree.peta.org/company/fourth-ray/,,L,
Foxier Hair Company,https://crueltyfree.peta.org/company/foxier-hair-company/,,,
Fragile Cosmetics,https://crueltyfree.peta.org/company/fragile-cosmetics/,,L,
från krämer,https://crueltyfree.peta.org/company/fran-kramer/,,L,
Frank & Rose,https://crueltyfree.peta.org/company/frank-rose/,,,
Franklin & Whitman,https://crueltyfree.peta.org/company/franklin-whitman/,,L,
FRÉ Skincare,https://crueltyfree.peta.org/company/fre-skincare/,,L,
Frederika Make,https://crueltyfree.peta.org/company/frederika-make/,,L,
Free of…Bath & Body Care,https://crueltyfree.peta.org/company/free-ofbath-body-care/,,,
Freeman Beauty,https://crueltyfree.peta.org/company/freeman-beauty-2/,,L,
Fresh Face Skin,https://crueltyfree.peta.org/company/fresh-face-skin/,,L,
Fresh Monster,https://crueltyfree.peta.org/company/fresh-monster/,,L,
Freshly Cosmetics,https://crueltyfree.peta.org/company/freshly-cosmetics/,,L,
FREY,https://crueltyfree.peta.org/company/frey/,,L,
Freya Botanica,https://crueltyfree.peta.org/company/freya-botanica/,,,
Friends of Nature,https://crueltyfree.peta.org/company/friends-of-nature/,,L,
From Nina,https://crueltyfree.peta.org/company/from-nina/,,L,
From Plants Beauty,https://crueltyfree.peta.org/company/from-plants-beauty/,,L,
Fruit Works England,https://crueltyfree.peta.org/company/fruit-works-england/,,L,
Frula Beauty (The Clean Beauty Company),https://crueltyfree.peta.org/company/frula-beauty/,,L,
FRUU,https://crueltyfree.peta.org/company/fruu/,,L,
FUGGER GROUP S.A.S.,https://crueltyfree.peta.org/company/fugger-group-s-a-s/,,L,
Full Mellow Cosmetics,https://crueltyfree.peta.org/company/full-mellow-cosmetics/,,,
Full Unicorn,https://crueltyfree.peta.org/company/full-unicorn/,,,
FULLY FYNE,https://crueltyfree.peta.org/company/fully-fyne/,,L,
F.U.N Lacquer,https://crueltyfree.peta.org/company/fun-lacquer/,,,
Function of Beauty,https://crueltyfree.peta.org/company/function-of-beauty/,,L,
Fusion Body Art,https://crueltyfree.peta.org/company/fusion-body-art/,,L,
Future Skin,https://crueltyfree.peta.org/company/future-skin/,,,
F.Y.N Professional,https://crueltyfree.peta.org/company/fyn-professional/,,,
Fysha,https://crueltyfree.peta.org/company/fysha/,,L,
"Fyve, Inc.",https://crueltyfree.peta.org/company/fyve-inc/,,L,
Gaea Lash,https://crueltyfree.peta.org/company/gaea-lash/,,L,
Gaffer & Child,https://crueltyfree.peta.org/company/gaffer-child/,,L,
Gaia Retreatment,https://crueltyfree.peta.org/company/gaia-retreatment/,,L,
Gaia’s Melanin Shield,https://crueltyfree.peta.org/company/gaias-melanin-shield/,,,
Garbo & Kelly,https://crueltyfree.peta.org/company/garbo-kelly/,,L,
Gardenia Rose,https://crueltyfree.peta.org/company/gardenia-rose/,,L,
Gasm Cosmetics,https://crueltyfree.peta.org/company/gasm-cosmetics/,,L,
Gass Cosmetics,https://crueltyfree.peta.org/company/gass-cosmetics/,,L,
Gauche Beauty,https://crueltyfree.peta.org/company/gauche-beauty/,,L,
GBH,https://crueltyfree.peta.org/company/gbh/,,,
GCVM COSMETICS,https://crueltyfree.peta.org/company/gcvm-cosmetics/,,L,
Geekyclean,https://crueltyfree.peta.org/company/geekyclean/,,,
The GelBottle Inc (TGB),https://crueltyfree.peta.org/company/gelbottle/,,L,
GEL.IT.UP Greece,https://crueltyfree.peta.org/company/gelitup-greece/,,L,
Gelstory,https://crueltyfree.peta.org/company/gelstory/,,L,
Geltor,https://crueltyfree.peta.org/company/geltor/,,L,
GENDECODE,https://crueltyfree.peta.org/company/gendecode/,,L,
Genuine Glow,https://crueltyfree.peta.org/company/genuine-glow/,,L,
Geologie Cosmetics,https://crueltyfree.peta.org/company/geologie-cosmetics/,,L,
George Haircare,https://crueltyfree.peta.org/company/george-haircare/,,L,
Geraldine Pierre Skin Care,https://crueltyfree.peta.org/company/geraldine-pierre-skin-care/,,L,
GERI G.,https://crueltyfree.peta.org/company/geri-g/,,L,
Geti Cosmetics,https://crueltyfree.peta.org/company/geti-cosmetics/,,,
Gigibee Beauty,https://crueltyfree.peta.org/company/gigibee-beauty/,,L,
Gilla8,https://crueltyfree.peta.org/company/gilla8/,,L,
Gimme Lash,https://crueltyfree.peta.org/company/gimme-lash/,,L,
Ginga,https://crueltyfree.peta.org/company/ginga/,,L,
Ginger Milk Natural Care,https://crueltyfree.peta.org/company/ginger-milk-natural-care/,,L,
Giovanna Baby,https://crueltyfree.peta.org/company/giovanna-baby/,,L,
Giraluna Cosmética,https://crueltyfree.peta.org/company/giraluna-cosmetica/,,L,
GIRLPALOOZA,https://crueltyfree.peta.org/company/girlpaooza/,,L,
gitti,https://crueltyfree.peta.org/company/gitti/,,L,
Give A Sht (Fitiki),https://crueltyfree.peta.org/company/give-a-sht-fitiki/,,L,
Give Naturals,https://crueltyfree.peta.org/company/give-naturals/,,L,
GladGirl,https://crueltyfree.peta.org/company/gladgirl/,,L,
Glam Nails,https://crueltyfree.peta.org/company/glam-nails/,,L,
Glam Rock Nails,https://crueltyfree.peta.org/company/glam-rock-nails/,,L,
Glamour Dolls,https://crueltyfree.peta.org/company/glamour-dolls/,,L,
Glaze,https://crueltyfree.peta.org/company/glaze/,,L,
Gleami Cosmetic,https://crueltyfree.peta.org/company/gleami-cosmetic/,,L,
Gleamin Inc.,https://crueltyfree.peta.org/company/gleamin-inc/,,L,
Gleer,https://crueltyfree.peta.org/company/gleer/,,L,
Glisten Cosmetics,https://crueltyfree.peta.org/company/glisten-cosmetics/,,,
Glitter Moose,https://crueltyfree.peta.org/company/glitter-moose/,,,
Glitterized Life,https://crueltyfree.peta.org/company/glitterized-life/,,,
Glocurl,https://crueltyfree.peta.org/company/glocurl/,,,
Glorietta,https://crueltyfree.peta.org/company/glorietta/,,L,
Glory by Nature,https://crueltyfree.peta.org/company/glory-by-nature/,,L,
GLOSOME,https://crueltyfree.peta.org/company/glosome/,,L,
GLOV,https://crueltyfree.peta.org/company/glov/,,L,
Glow Better,https://crueltyfree.peta.org/company/glow-better/,,L,
Glow Monster,https://crueltyfree.peta.org/company/glow-monster/,,L,
Glow Mood,https://crueltyfree.peta.org/company/glow-mood/,,L,
Glow Naturals,https://crueltyfree.peta.org/company/glow-naturals/,,,
Glow Train Skincare,https://crueltyfree.peta.org/company/glow-train-skincare/,,,
Glow Vibes,https://crueltyfree.peta.org/company/glow-vibes/,,L,
glowb,https://crueltyfree.peta.org/company/glowb/,,L,
Glowelle Skin,https://crueltyfree.peta.org/company/glowelle-skin/,,,
